"Sl no.","District Name","Market Name",Commodity,Variety,Grade,"Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
1,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020/12/30
2,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/12/29
3,Agra,Achnera,Potato,Desi,FAQ,850,950,900,2020/12/28
4,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/12/27
5,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/12/26
6,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/12/25
7,Agra,Achnera,Potato,Desi,FAQ,950,1050,1000,2020/12/23
8,Agra,Achnera,Potato,Desi,FAQ,820,920,870,2020/12/22
9,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/12/21
10,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/12/20
11,Agra,Achnera,Potato,Desi,FAQ,950,1050,1000,2020/12/19
12,Agra,Achnera,Potato,Desi,FAQ,1000,1100,1050,2020/12/18
13,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,2020/12/16
14,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,2020/12/15
15,Agra,Achnera,Potato,Desi,FAQ,1700,1800,1750,2020/12/14
16,Agra,Achnera,Potato,Desi,FAQ,1700,1800,1750,2020/12/13
17,Agra,Achnera,Potato,Desi,FAQ,1650,1750,1700,2020/12/12
18,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020/12/11
19,Agra,Achnera,Potato,Desi,FAQ,2300,2400,2350,2020/12/09
20,Agra,Achnera,Potato,Desi,FAQ,2350,2450,2400,2020/12/08
21,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020/12/07
22,Agra,Achnera,Potato,Desi,FAQ,2650,2750,2700,2020/12/06
23,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020/12/05
24,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020/12/04
25,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020/12/02
26,Agra,Achnera,Potato,Desi,FAQ,2840,2940,2890,2020/12/01
27,Agra,Achnera,Potato,Desi,FAQ,2830,2930,2880,2020/11/30
28,Agra,Achnera,Potato,Desi,FAQ,3750,3850,3800,2020/11/29
29,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,2020/11/28
30,Agra,Achnera,Potato,Desi,FAQ,2830,2910,2870,2020/11/27
31,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020/11/25
32,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020/11/24
33,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020/11/23
34,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,2020/11/22
35,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020/11/21
36,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020/11/20
37,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020/11/18
38,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020/11/17
39,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020/11/16
40,Agra,Achnera,Potato,Desi,FAQ,2800,2860,2830,2020/11/15
41,Agra,Achnera,Potato,Desi,FAQ,2800,2860,2830,2020/11/14
42,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020/11/13
43,Agra,Achnera,Potato,Desi,FAQ,2780,2860,2820,2020/11/11
44,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020/11/10
45,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020/11/09
46,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020/11/08
47,Agra,Achnera,Potato,Desi,FAQ,2780,2860,2820,2020/11/07
48,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020/11/06
49,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020/11/04
50,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020/11/03
51,Agra,Achnera,Potato,Desi,FAQ,2640,2720,2680,2020/11/02
52,Agra,Achnera,Potato,Desi,FAQ,2740,2820,2780,2020/11/01
53,Agra,Achnera,Potato,Desi,FAQ,2600,2700,2650,2020/10/31
54,Agra,Achnera,Potato,Desi,FAQ,2600,2680,2640,2020/10/30
55,Agra,Achnera,Potato,Desi,FAQ,2600,2700,2650,2020/10/28
56,Agra,Achnera,Potato,Desi,FAQ,2700,2780,2740,2020/10/27
57,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020/10/26
58,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020/10/25
59,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020/10/24
60,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020/10/23
61,Agra,Achnera,Potato,Desi,FAQ,2500,2600,2550,2020/10/21
62,Agra,Achnera,Potato,Desi,FAQ,2500,2600,2550,2020/10/20
63,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020/10/19
64,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020/10/18
65,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020/10/17
66,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,2020/10/16
67,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020/10/14
68,Agra,Achnera,Potato,Desi,FAQ,2500,2560,2530,2020/10/13
69,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020/10/12
70,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020/10/11
71,Agra,Achnera,Potato,Desi,FAQ,2500,2560,2530,2020/10/10
72,Agra,Achnera,Potato,Desi,FAQ,2470,2530,2500,2020/10/07
73,Agra,Achnera,Potato,Desi,FAQ,2480,2560,2520,2020/10/06
74,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,2020/10/05
75,Agra,Achnera,Potato,Desi,FAQ,2460,2540,2500,2020/10/04
76,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020/10/03
77,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020/10/02
78,Agra,Achnera,Potato,Desi,FAQ,2420,2500,2460,2020/09/30
79,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,2020/09/29
80,Agra,Achnera,Potato,Desi,FAQ,2400,2480,2440,2020/09/28
81,Agra,Achnera,Potato,Desi,FAQ,2380,2460,2420,2020/09/27
82,Agra,Achnera,Potato,Desi,FAQ,2300,2400,2350,2020/09/26
83,Agra,Achnera,Potato,Desi,FAQ,2350,2450,2400,2020/09/25
84,Agra,Achnera,Potato,Desi,FAQ,2270,2350,2310,2020/09/23
85,Agra,Achnera,Potato,Desi,FAQ,2280,2360,2320,2020/09/22
86,Agra,Achnera,Potato,Desi,FAQ,2250,2350,2300,2020/09/21
87,Agra,Achnera,Potato,Desi,FAQ,2200,2300,2250,2020/09/20
88,Agra,Achnera,Potato,Desi,FAQ,2240,2340,2290,2020/09/19
89,Agra,Achnera,Potato,Desi,FAQ,2200,2350,2250,2020/09/18
90,Agra,Achnera,Potato,Desi,FAQ,2200,2300,2250,2020/09/16
91,Agra,Achnera,Potato,Desi,FAQ,2150,2250,2200,2020/09/15
92,Agra,Achnera,Potato,Desi,FAQ,2100,2200,2150,2020/09/14
93,Agra,Achnera,Potato,Desi,FAQ,2050,2150,2100,2020/09/13
94,Agra,Achnera,Potato,Desi,FAQ,2060,2140,2100,2020/09/12
95,Agra,Achnera,Potato,Desi,FAQ,2050,2150,2100,2020/09/11
96,Agra,Achnera,Potato,Potato,FAQ,2050,2150,2100,2020/09/10
97,Agra,Achnera,Potato,Desi,FAQ,2030,2130,2080,2020/09/09
98,Agra,Achnera,Potato,Desi,FAQ,2020,2120,2080,2020/09/08
99,Agra,Achnera,Potato,Desi,FAQ,2020,2100,2060,2020/09/07
100,Agra,Achnera,Potato,Desi,FAQ,2000,2060,2030,2020/09/05
101,Agra,Achnera,Potato,Desi,FAQ,1970,2030,2000,2020/09/04
102,Agra,Achnera,Potato,Desi,FAQ,2010,2090,2050,2020/09/03
103,Agra,Achnera,Potato,Desi,FAQ,2000,2080,2040,2020/09/02
104,Agra,Achnera,Potato,Desi,FAQ,1950,2050,2000,2020/09/01
105,Agra,Achnera,Potato,Desi,FAQ,2020,2100,2060,2020/08/31
106,Agra,Achnera,Potato,Desi,FAQ,2000,2080,2040,2020/08/30
107,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020/08/29
108,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020/08/28
109,Agra,Achnera,Potato,Desi,FAQ,2040,2120,2080,2020/08/26
110,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020/08/25
111,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,2020/08/24
112,Agra,Achnera,Potato,Desi,FAQ,1940,2020,1980,2020/08/23
113,Agra,Achnera,Potato,Desi,FAQ,1930,2010,1970,2020/08/22
114,Agra,Achnera,Potato,Desi,FAQ,1920,2000,1960,2020/08/21
115,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020/08/19
116,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,2020/08/18
117,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020/08/17
118,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020/08/16
119,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,2020/08/15
120,Agra,Achnera,Potato,Desi,FAQ,1900,1980,1940,2020/08/14
121,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,2020/08/12
122,Agra,Achnera,Potato,Desi,FAQ,1880,1960,1920,2020/08/11
123,Agra,Achnera,Potato,Desi,FAQ,1900,1940,1920,2020/08/10
124,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020/08/09
125,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,2020/08/08
126,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,2020/08/07
127,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,2020/08/05
128,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,2020/08/04
129,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,2020/08/03
130,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,2020/08/02
131,Agra,Achnera,Potato,Desi,FAQ,1830,1930,1880,2020/08/01
132,Agra,Achnera,Potato,Desi,FAQ,1820,1900,1860,2020/07/31
133,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020/07/27
134,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020/07/26
135,Agra,Achnera,Potato,Desi,FAQ,1800,1840,1820,2020/07/25
136,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020/07/24
137,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,2020/07/22
138,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,2020/07/21
139,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,2020/07/20
140,Agra,Achnera,Potato,Desi,FAQ,1760,1840,1800,2020/07/19
141,Agra,Achnera,Potato,Desi,FAQ,1760,1820,1790,2020/07/18
142,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,2020/07/17
143,Agra,Achnera,Potato,Desi,FAQ,1700,1750,1725,2020/07/15
144,Agra,Achnera,Potato,Desi,FAQ,1720,1820,1770,2020/07/14
145,Agra,Achnera,Potato,Desi,FAQ,1730,1830,1780,2020/07/13
146,Agra,Achnera,Potato,Desi,FAQ,1650,1710,1680,2020/07/10
147,Agra,Achnera,Potato,Desi,FAQ,1580,1650,1620,2020/07/08
148,Agra,Achnera,Potato,Desi,FAQ,1550,1650,1600,2020/07/07
149,Agra,Achnera,Potato,Desi,FAQ,1520,1600,1560,2020/07/06
150,Agra,Achnera,Potato,Desi,FAQ,1500,1580,1540,2020/07/05
151,Agra,Achnera,Potato,Desi,FAQ,1500,1600,1550,2020/07/04
152,Agra,Achnera,Potato,Desi,FAQ,1470,1530,1500,2020/07/03
153,Agra,Achnera,Potato,Desi,FAQ,1440,1530,1490,2020/07/01
154,Agra,Achnera,Potato,Desi,FAQ,1430,1490,1460,2020/06/30
155,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,2020/06/29
156,Agra,Achnera,Potato,Desi,FAQ,1410,1490,1450,2020/06/28
157,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020/06/27
158,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,2020/06/26
159,Agra,Achnera,Potato,Desi,FAQ,1440,1510,1480,2020/06/24
160,Agra,Achnera,Potato,Desi,FAQ,1430,1530,1480,2020/06/23
161,Agra,Achnera,Potato,Desi,FAQ,1480,1560,1520,2020/06/22
162,Agra,Achnera,Potato,Desi,FAQ,1450,1550,1500,2020/06/21
163,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,2020/06/20
164,Agra,Achnera,Potato,Desi,FAQ,1420,1480,1450,2020/06/19
165,Agra,Achnera,Potato,Desi,FAQ,1450,1500,1480,2020/06/17
166,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020/06/16
167,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020/06/15
168,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020/06/14
169,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020/06/13
170,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,2020/06/12
171,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,2020/06/10
172,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,2020/06/09
173,Agra,Achnera,Potato,Desi,FAQ,1380,1460,1420,2020/06/08
174,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,2020/06/07
175,Agra,Achnera,Potato,Desi,FAQ,1370,1430,1400,2020/06/06
176,Agra,Achnera,Potato,Desi,FAQ,1360,1440,1400,2020/06/05
177,Agra,Achnera,Potato,Desi,FAQ,1340,1400,1370,2020/06/03
178,Agra,Achnera,Potato,Desi,FAQ,1320,1400,1360,2020/06/02
179,Agra,Achnera,Potato,Desi,FAQ,1330,1400,1370,2020/06/01
180,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,2020/05/31
181,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020/05/30
182,Agra,Achnera,Potato,Desi,FAQ,1300,1370,1335,2020/05/29
183,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020/05/27
184,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,2020/05/26
185,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020/05/25
186,Agra,Achnera,Potato,Desi,FAQ,1300,1360,1330,2020/05/24
187,Agra,Achnera,Potato,Desi,FAQ,1300,1390,1345,2020/05/23
188,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020/05/22
189,Agra,Achnera,Potato,Desi,FAQ,1240,1340,1290,2020/05/20
190,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,2020/05/19
191,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020/05/18
192,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020/05/17
193,Agra,Achnera,Potato,Desi,FAQ,1330,1390,1360,2020/05/16
194,Agra,Achnera,Potato,Desi,FAQ,1280,1380,1320,2020/05/15
195,Agra,Achnera,Potato,Desi,FAQ,1270,1370,1320,2020/05/13
196,Agra,Achnera,Potato,Desi,FAQ,1270,1350,1310,2020/05/12
197,Agra,Achnera,Potato,Desi,FAQ,1260,1340,1300,2020/05/11
198,Agra,Achnera,Potato,Desi,FAQ,1240,1340,1290,2020/05/10
199,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/05/09
200,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1270,2020/05/08
201,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/05/06
202,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/05/05
203,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/05/04
204,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/05/03
205,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/05/02
206,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/05/01
207,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/04/29
208,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,2020/04/28
209,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020/04/27
210,Agra,Achnera,Potato,Desi,FAQ,1280,1380,1330,2020/04/25
211,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020/04/24
212,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020/04/23
213,Agra,Achnera,Potato,Desi,FAQ,1280,1340,1310,2020/04/22
214,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/04/21
215,Agra,Achnera,Potato,Desi,FAQ,1200,1320,1260,2020/04/20
216,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1270,2020/04/19
217,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/04/18
218,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/04/17
219,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/04/15
220,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/04/14
221,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/04/13
222,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/04/12
223,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/04/11
224,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/04/10
225,Agra,Achnera,Potato,Desi,FAQ,1230,1350,1290,2020/04/08
226,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/04/07
227,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/04/06
228,Agra,Achnera,Potato,Desi,FAQ,1100,1200,1150,2020/04/05
229,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/04/04
230,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/04/03
231,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/04/01
232,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/31
233,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/30
234,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/29
235,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/28
236,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020/03/27
237,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/03/25
238,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/24
239,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/23
240,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/22
241,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/21
242,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,2020/03/20
243,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,2020/03/18
244,Agra,Achnera,Potato,Desi,FAQ,1140,1220,1180,2020/03/17
245,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/03/16
246,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/03/15
247,Agra,Achnera,Potato,Desi,FAQ,1180,1260,1220,2020/03/14
248,Agra,Achnera,Potato,Desi,FAQ,1180,1240,1210,2020/03/13
249,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,2020/03/09
250,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,2020/03/08
251,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,2020/03/07
252,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020/03/06
253,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/03/04
254,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/03/03
255,Agra,Achnera,Potato,Desi,FAQ,800,880,840,2020/03/02
256,Agra,Achnera,Potato,Desi,FAQ,800,880,840,2020/03/01
257,Agra,Achnera,Potato,Desi,FAQ,820,900,860,2020/02/29
258,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020/02/28
259,Agra,Achnera,Potato,Desi,FAQ,860,940,900,2020/02/26
260,Agra,Achnera,Potato,Desi,FAQ,840,900,870,2020/02/25
261,Agra,Achnera,Potato,Desi,FAQ,860,900,880,2020/02/24
262,Agra,Achnera,Potato,Desi,FAQ,840,910,870,2020/02/23
263,Agra,Achnera,Potato,Desi,FAQ,840,920,880,2020/02/22
264,Agra,Achnera,Potato,Desi,FAQ,900,960,930,2020/02/21
265,Agra,Achnera,Potato,Desi,FAQ,900,960,930,2020/02/19
266,Agra,Achnera,Potato,Desi,FAQ,900,960,930,2020/02/18
267,Agra,Achnera,Potato,Desi,FAQ,870,950,910,2020/02/17
268,Agra,Achnera,Potato,Desi,FAQ,880,980,930,2020/02/16
269,Agra,Achnera,Potato,Desi,FAQ,850,950,900,2020/02/15
270,Agra,Achnera,Potato,Desi,FAQ,880,960,920,2020/02/14
271,Agra,Achnera,Potato,Desi,FAQ,900,980,940,2020/02/12
272,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020/02/11
273,Agra,Achnera,Potato,Desi,FAQ,920,1000,960,2020/02/10
274,Agra,Achnera,Potato,Desi,FAQ,940,1000,970,2020/02/09
275,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020/02/08
276,Agra,Achnera,Potato,Desi,FAQ,940,1010,970,2020/02/07
277,Agra,Achnera,Potato,Desi,FAQ,940,1020,980,2020/02/05
278,Agra,Achnera,Potato,Desi,FAQ,900,960,930,2020/02/04
279,Agra,Achnera,Potato,Desi,FAQ,940,1020,980,2020/02/03
280,Agra,Achnera,Potato,Desi,FAQ,1000,1080,1040,2020/02/02
281,Agra,Achnera,Potato,Desi,FAQ,1000,1100,1050,2020/02/01
282,Agra,Achnera,Potato,Desi,FAQ,1100,1180,1140,2020/01/31
283,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020/01/29
284,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020/01/28
285,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/01/27
286,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,2020/01/25
287,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/01/24
288,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1240,2020/01/22
289,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,2020/01/21
290,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,2020/01/20
291,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/01/19
292,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,2020/01/18
293,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,2020/01/17
294,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/01/15
295,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/01/14
296,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/01/13
297,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,2020/01/12
298,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1260,2020/01/11
299,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,2020/01/10
300,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/01/08
301,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/01/07
302,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/01/06
303,Agra,Achnera,Potato,Desi,FAQ,1280,1360,1320,2020/01/05
304,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,2020/01/04
305,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020/01/03
306,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,2020/01/01
307,Agra,Agra,Potato,Desi,FAQ,800,1100,960,2020/12/31
308,Agra,Agra,Potato,Desi,FAQ,800,1050,940,2020/12/30
309,Agra,Agra,Potato,Desi,FAQ,800,1080,950,2020/12/29
310,Agra,Agra,Potato,Desi,FAQ,800,1100,950,2020/12/28
311,Agra,Agra,Potato,Desi,FAQ,850,1100,980,2020/12/26
312,Agra,Agra,Potato,Desi,FAQ,900,1100,990,2020/12/25
313,Agra,Agra,Potato,Desi,FAQ,880,1100,975,2020/12/24
314,Agra,Agra,Potato,Desi,FAQ,900,1100,980,2020/12/23
315,Agra,Agra,Potato,Desi,FAQ,850,1100,980,2020/12/22
316,Agra,Agra,Potato,Desi,FAQ,1000,1200,1110,2020/12/21
317,Agra,Agra,Potato,Desi,FAQ,1000,1200,1100,2020/12/19
318,Agra,Agra,Potato,Desi,FAQ,1100,1380,1250,2020/12/18
319,Agra,Agra,Potato,Desi,FAQ,950,1200,1050,2020/12/17
320,Agra,Agra,Potato,Desi,FAQ,1050,1300,1210,2020/12/16
321,Agra,Agra,Potato,Desi,FAQ,1300,1550,1450,2020/12/15
322,Agra,Agra,Potato,Desi,FAQ,1800,2000,1920,2020/12/14
323,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020/12/12
324,Agra,Agra,Potato,Desi,FAQ,1850,2050,1980,2020/12/11
325,Agra,Agra,Potato,Desi,FAQ,1900,2150,2050,2020/12/10
326,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020/12/09
327,Agra,Agra,Potato,Desi,FAQ,1900,2150,2050,2020/12/07
328,Agra,Agra,Potato,Desi,FAQ,2600,2850,2720,2020/12/05
329,Agra,Agra,Potato,Desi,FAQ,2800,3100,2950,2020/12/04
330,Agra,Agra,Potato,Desi,FAQ,2900,3100,3000,2020/12/03
331,Agra,Agra,Potato,Desi,FAQ,2900,3150,3050,2020/12/02
332,Agra,Agra,Potato,Desi,FAQ,2800,3100,2950,2020/11/30
333,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020/11/28
334,Agra,Agra,Potato,Desi,FAQ,2750,2950,2870,2020/11/27
335,Agra,Agra,Potato,Desi,FAQ,2750,2950,2880,2020/11/26
336,Agra,Agra,Potato,Desi,FAQ,2800,3000,2890,2020/11/25
337,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020/11/24
338,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020/11/23
339,Agra,Agra,Potato,Desi,FAQ,2700,3000,2850,2020/11/21
340,Agra,Agra,Potato,Desi,FAQ,2800,3000,2890,2020/11/20
341,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020/11/19
342,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020/11/18
343,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020/11/16
344,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020/11/14
345,Agra,Agra,Potato,Desi,FAQ,2750,3000,2850,2020/11/13
346,Agra,Agra,Potato,Desi,FAQ,2700,3000,2840,2020/11/12
347,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020/11/11
348,Agra,Agra,Potato,Desi,FAQ,2700,3000,2850,2020/11/10
349,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020/11/09
350,Agra,Agra,Potato,Desi,FAQ,2700,2950,2810,2020/11/07
351,Agra,Agra,Potato,Desi,FAQ,2700,2900,2800,2020/11/06
352,Agra,Agra,Potato,Desi,FAQ,2750,3000,2870,2020/11/05
